fspace_hash,fsspace_hash,nfeatures,features,targets
767041607,-1964549047,12,"{{-0.09412907198595906,-1.3862943611198906,-1.3862943611198906,-11.806862931584517,-1.3862943611198906,-0.20137569704042496,-5.298317366548036,-5.298317366548036,-1.3862943611198906,-0.7175764855574894,-2.839820495321409,-11.806862931584517}}",{7.585281078639126}
767041607,1228241348,15,"{{-0.09412907198595906,-1.3862943611198906,-1.3862943611198906,-11.806862931584517,-1.3862943611198906,-0.20137569704042496,-5.298317366548036,-5.298317366548036,-0.11055918996513683,-1.3862943611198906,-0.7175764855574894,-2.839820495321409,-1.0124094052603678,-12.367328027087364,-11.806862931584517}}",{6.731018100482083}
-1991890117,-542135095,6,"{{-1.3862943611198906,-11.806862931584517,-0.20137569704042496,-0.5586983238359531,-9.597641509456675,-1.3862943611198906}}",{6.082218910376446}
767041607,-240750966,12,"{{-0.09412907198595906,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-0.20137569704042496,-5.298317366548036,-5.298317366548036,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-1.3862943611198906,-1.3862943611198906}}",{7.984913523015212}
767041607,-2043827324,9,"{{-0.09412907198595906,-1.3862943611198906,-1.3862943611198906,-2.890371757896165,-0.20137569704042496,-5.298317366548036,-5.298317366548036,-1.3862943611198906,-8.047189562170502}}",{5.429345628954441}
767041607,615709135,11,"{{-0.09412907198595906,-1.3862943611198906,-1.3862943611198906,-11.806862931584517,-1.3862943611198906,-0.20137569704042496,-5.298317366548036,-5.298317366548036,-1.3862943611198906,-2.839820495321409,-11.806862931584517}}",{5.598421958998375}
767041607,-300653792,6,"{{-1.3862943611198906,-1.3862943611198906,-2.772588722239781,-1.3862943611198906,-0.7175764855574894,-8.047189562170502}}",{6.761572768804055}
767041607,1774944641,9,"{{-0.09412907198595906,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-0.20137569704042496,-5.298317366548036,-5.298317366548036,-1.3862943611198906,-0.7175764855574894}}",{8.04452798922298}
767041607,729458749,13,"{{-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-2.772588722239781,-5.298317366548036,-5.298317366548036,-0.11055918996513683,-1.3862943611198906,-0.7175764855574894,-2.839820495321409,-8.047189562170502,-1.0124094052603678,-12.367328027087364}}",{7.1284959456800365}
-802871442,1668571565,14,"{{-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-1.3862943611198906,-0.11055918996513683,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-4.707678616916818,-1.0124094052603678,-12.367328027087364,-1.3862943611198906,-1.3862943611198906}}",{5.017279836814924}
-1991890117,-1655477998,4,"{{-11.806862931584517,-0.20137569704042496,-0.5586983238359531,-9.597641509456675}}",{7.244941546337007}
767041607,157774975,6,"{{-1.3862943611198906,-2.781175105539132,-5.298317366548036,-5.298317366548036,-0.7175764855574894,-8.047189562170502}}",{6.949856455000773}
767041607,4064179,12,"{{-1.3862943611198906,-2.772588722239781,-5.298317366548036,-5.298317366548036,-1.3862943611198906,-0.11055918996513683,-0.7175764855574894,-8.047189562170502,-1.0124094052603678,-12.367328027087364,-1.3862943611198906,-1.3862943611198906}}",{5.820082930352362}
767041607,-98283258,9,"{{-0.09412907198595906,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-0.20137569704042496,-5.298317366548036,-5.298317366548036,-1.3862943611198906,-2.839820495321409}}",{8.340217320947035}
-1991890117,-791736162,8,"{{-1.3862943611198906,-11.806862931584517,-0.20137569704042496,-1.3862943611198906,-1.3862943611198906,-0.5586983238359531,-9.597641509456675,-1.3862943611198906}}",{6.028278520230698}
767041607,2108144355,9,"{{-0.09412907198595906,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-0.20137569704042496,-5.298317366548036,-5.298317366548036,-1.3862943611198906,-2.839820495321409}}",{11.57368184281234}
-1991890117,784188566,16,"{{-1.3862943611198906,-11.806862931584517,-0.20137569704042496,-3.4965075614664802,-1.3862943611198906,-3.7737113717016606,-1.3862943611198906,-0.5586983238359531,0,-14.959841313840421,-9.597641509456675,-2.4849066497880004,-1.460443378791355,-1.3862943611198906,-2.4849066497880004,-4.553194853978476}}",{6.754604099487962}
767041607,2044592958,18,"{{-0.09412907198595906,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-2.890371757896165,-0.20137569704042496,-5.298317366548036,-5.298317366548036,-1.3862943611198906,-0.11055918996513683,-1.3862943611198906,-0.7175764855574894,-2.839820495321409,-8.047189562170502,-8.047189562170502,-1.0124094052603678,-12.367328027087364,-1.3862943611198906}}",{7.047517221357296}
-1991890117,-463491785,10,"{{-1.3862943611198906,-11.806862931584517,-0.20137569704042496,-1.3862943611198906,-12.367328027087364,-1.3862943611198906,-0.5586983238359531,-9.597641509456675,-1.018046664056702,-1.3862943611198906}}",{4.5217885770490405}
767041607,792767254,9,"{{-1.3862943611198906,-1.3862943611198906,-2.772588722239781,-0.11055918996513683,-1.3862943611198906,-0.7175764855574894,-8.047189562170502,-1.0124094052603678,-12.367328027087364}}",{5.697093486505405}
767041607,-1663257151,10,"{{-1.3862943611198906,-1.3862943611198906,-2.772588722239781,-0.11055918996513683,-1.3862943611198906,-0.7175764855574894,-2.839820495321409,-8.047189562170502,-1.0124094052603678,-12.367328027087364}}",{7.1284959456800365}
767041607,1922391241,11,"{{-0.09412907198595906,-1.3862943611198906,-11.806862931584517,-1.3862943611198906,-2.8785934543305265,-0.20137569704042496,-5.298317366548036,-5.298317366548036,-1.3862943611198906,-8.047189562170502,-11.806862931584517}}",{4.356708826689592}
767041607,-395216319,12,"{{-0.09412907198595906,-1.3862943611198906,-11.806862931584517,-1.3862943611198906,-2.8785934543305265,-0.20137569704042496,-5.298317366548036,-5.298317366548036,-1.3862943611198906,-2.839820495321409,-8.047189562170502,-11.806862931584517}}",{5.5254529391317835}
767041607,-172316731,13,"{{-0.09412907198595906,-1.3862943611198906,-11.806862931584517,-1.3862943611198906,-2.8785934543305265,-0.20137569704042496,-5.298317366548036,-5.298317366548036,-1.3862943611198906,-0.7175764855574894,-2.839820495321409,-8.047189562170502,-11.806862931584517}}",{7.556427969440253}
-1991890117,1647690398,17,"{{-15.242798338910262,-1.3862943611198906,-11.806862931584517,-0.20137569704042496,-3.4965075614664802,-1.3862943611198906,-12.367328027087364,-3.7737113717016606,-1.3862943611198906,-0.5586983238359531,-14.959841313840421,-9.597641509456675,-2.4849066497880004,-1.018046664056702,-1.460443378791355,-1.3862943611198906,-2.4849066497880004}}",{2.833213344056216}
767041607,880787720,13,"{{-0.09412907198595906,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-0.20137569704042496,-5.298317366548036,-5.298317366548036,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-2.839820495321409,-1.3862943611198906,-1.3862943611198906}}",{8.984818995876008}
1743226342,1387098864,7,"{{-1.3862943611198906,-2.772588722239781,-4.015533393476355,-1.3862943611198906,-1.3862943611198906,-4.707678616916818,-8.047189562170502}}",{4.553876891600541}
767041607,1251759005,13,"{{-0.09412907198595906,-1.3862943611198906,-1.3862943611198906,-2.890371757896165,-0.20137569704042496,-5.298317366548036,-5.298317366548036,-0.11055918996513683,-1.3862943611198906,-0.7175764855574894,-8.047189562170502,-1.0124094052603678,-12.367328027087364}}",{8.130353547431238}
1743226342,-1922206009,7,"{{-1.3862943611198906,-2.772588722239781,-4.015533393476355,-1.3862943611198906,-1.3862943611198906,-4.707678616916818,-8.047189562170502}}",{6.555356891810665}
1743226342,-1235081201,9,"{{-11.806862931584517,-1.3862943611198906,-2.772588722239781,-4.015533393476355,-1.3862943611198906,-1.3862943611198906,-4.707678616916818,-8.047189562170502,-11.806862931584517}}",{4.553876891600541}
1743226342,1895267718,11,"{{-11.806862931584517,-0.6931471805599453,-1.3862943611198906,-2.772588722239781,-4.015533393476355,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-4.707678616916818,-8.047189562170502,-11.806862931584517}}",{4.553876891600541}
1743226342,1878580366,12,"{{-11.806862931584517,-0.6931471805599453,-1.3862943611198906,-2.772588722239781,-4.015533393476355,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-4.707678616916818,-8.047189562170502,-11.806862931584517}}",{6.2766434893416445}
1743226342,152576684,14,"{{-11.806862931584517,-0.6931471805599453,-1.3862943611198906,-2.772588722239781,-1.3862943611198906,-4.015533393476355,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-4.707678616916818,-8.047189562170502,-1.3862943611198906,-11.806862931584517}}",{6.2766434893416445}
-1991890117,1232084880,10,"{{-11.806862931584517,-13.782681534372943,-3.4965075614664802,-3.7737113717016606,-4.727387818712341,-9.597641509456675,-2.4849066497880004,-1.460443378791355,-4.727387818712341,-2.4849066497880004}}",{6.693323668269949}
-1991890117,1061005641,11,"{{-11.806862931584517,-0.20137569704042496,-3.4965075614664802,-3.7737113717016606,-4.727387818712341,-0.5586983238359531,-9.597641509456675,-2.4849066497880004,-1.460443378791355,-4.727387818712341,-2.4849066497880004}}",{6.637258031284457}
-1991890117,1197267754,11,"{{-11.806862931584517,-0.20137569704042496,-3.4965075614664802,-3.7737113717016606,-4.727387818712341,-0.5586983238359531,-9.597641509456675,-2.4849066497880004,-1.460443378791355,-4.727387818712341,-2.4849066497880004}}",{9.818963987465475}
-1991890117,-655165419,13,"{{-11.806862931584517,-0.20137569704042496,-3.4965075614664802,-12.367328027087364,-3.7737113717016606,-4.727387818712341,-0.5586983238359531,-9.597641509456675,-2.4849066497880004,-1.018046664056702,-1.460443378791355,-4.727387818712341,-2.4849066497880004}}",{8.240648863374913}
-1991890117,-425260269,15,"{{-11.806862931584517,-0.20137569704042496,-3.4965075614664802,-12.367328027087364,-3.7737113717016606,-4.727387818712341,-0.5586983238359531,0,-9.597641509456675,-2.4849066497880004,-1.018046664056702,-1.460443378791355,-4.727387818712341,-2.4849066497880004,-4.553194853978476}}",{9.090091799380007}
-1991890117,-1895922525,17,"{{-11.806862931584517,-0.20137569704042496,-4.727387818712341,-3.4965075614664802,-12.367328027087364,-3.7737113717016606,-4.727387818712341,-0.5586983238359531,0,-9.597641509456675,-2.4849066497880004,-1.018046664056702,-1.460443378791355,-4.727387818712341,-4.727387818712341,-2.4849066497880004,-4.553194853978476}}",{9.090091799380007}
-1991890117,398498141,18,"{{-11.806862931584517,-0.20137569704042496,-4.727387818712341,-3.4965075614664802,-12.367328027087364,-3.7737113717016606,-4.727387818712341,-0.5586983238359531,0,-14.959841313840421,-9.597641509456675,-2.4849066497880004,-1.018046664056702,-1.460443378791355,-4.727387818712341,-4.727387818712341,-2.4849066497880004,-4.553194853978476}}",{9.045819439807735}
-802871442,618218472,8,"{{-0.6931471805599453,-0.6931471805599453,-2.890371757896165,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-8.047189562170502,-1.3862943611198906}}",{6.839476438228843}
-802871442,1393250085,11,"{{-0.09412907198595906,-0.6931471805599453,-0.6931471805599453,-2.890371757896165,-0.8610071948870133,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-4.707678616916818,-8.047189562170502,-1.3862943611198906}}",{7.638679823876112}
-802871442,593748889,14,"{{-0.09412907198595906,-0.6931471805599453,-0.6931471805599453,-2.890371757896165,-0.8610071948870133,-1.3862943611198906,-0.11055918996513683,-1.3862943611198906,-0.7175764855574894,-4.707678616916818,-8.047189562170502,-1.0124094052603678,-12.367328027087364,-1.3862943611198906}}",{8.989943046329998}
1743226342,104869787,5,"{{-1.3862943611198906,-2.890371757896165,-1.3862943611198906,-11.338786340583832,-8.047189562170502}}",{5.241747015059643}
1743226342,-1624855889,8,"{{-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-2.890371757896165,-1.3862943611198906,-1.3862943611198906,-11.338786340583832,-8.047189562170502}}",{5.241747015059643}
1743226342,2071262397,8,"{{-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-2.890371757896165,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-8.047189562170502}}",{6.677083461247136}
1743226342,-299857319,11,"{{-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-2.890371757896165,-0.11055918996513683,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-8.047189562170502,-1.0124094052603678,-12.367328027087364}}",{5.683579767338681}
1743226342,-2001438051,12,"{{-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-2.890371757896165,-0.11055918996513683,-4.015533393476355,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-8.047189562170502,-1.0124094052603678,-12.367328027087364}}",{4.553876891600541}
1743226342,751374134,13,"{{-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-2.890371757896165,-0.11055918996513683,-4.015533393476355,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-4.707678616916818,-8.047189562170502,-1.0124094052603678,-12.367328027087364}}",{5.5093883366279774}
1743226342,162747381,13,"{{-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-2.890371757896165,-0.11055918996513683,-4.015533393476355,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-4.707678616916818,-8.047189562170502,-1.0124094052603678,-12.367328027087364}}",{7.5595594960077}
1743226342,-583052920,15,"{{-11.806862931584517,-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-2.890371757896165,-0.11055918996513683,-4.015533393476355,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-4.707678616916818,-8.047189562170502,-1.0124094052603678,-12.367328027087364,-11.806862931584517}}",{5.5093883366279774}
-1991890117,1469398673,5,"{{-11.806862931584517,-3.4965075614664802,-3.7737113717016606,-9.597641509456675,-1.460443378791355}}",{3.970291913552122}
-1991890117,-1320994976,7,"{{-11.806862931584517,-3.4965075614664802,-1.3862943611198906,-3.7737113717016606,-1.3862943611198906,-9.597641509456675,-1.460443378791355}}",{3.9318256327243257}
-1991890117,-1957629710,7,"{{-11.806862931584517,-3.4965075614664802,-1.3862943611198906,-3.7737113717016606,-1.3862943611198906,-9.597641509456675,-1.460443378791355}}",{7.130098510125578}
-1991890117,-375079385,8,"{{-11.806862931584517,-3.4965075614664802,-1.3862943611198906,-3.7737113717016606,-1.3862943611198906,-14.959841313840421,-9.597641509456675,-1.460443378791355}}",{6.98100574072173}
-1991890117,-71889501,10,"{{-1.3862943611198906,-11.806862931584517,-3.4965075614664802,-1.3862943611198906,-3.7737113717016606,-1.3862943611198906,-14.959841313840421,-9.597641509456675,-1.460443378791355,-1.3862943611198906}}",{6.152732694704104}
1743226342,1146839778,2,"{{-12.77974911711393,-4.707678616916818}}",{0.6931471805599453}
-802871442,893316340,10,"{{-0.09412907198595906,-0.6931471805599453,-0.6931471805599453,-2.890371757896165,-0.8610071948870133,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-8.047189562170502,-1.3862943611198906}}",{6.824373670043086}
-802871442,-1480229057,15,"{{-11.806862931584517,-0.6931471805599453,-0.6931471805599453,-2.772588722239781,-1.3862943611198906,-0.11055918996513683,-1.3862943611198906,-0.7175764855574894,-4.707678616916818,-8.047189562170502,-1.0124094052603678,-12.367328027087364,-1.3862943611198906,-1.3862943611198906,-11.806862931584517}}",{6.473890696352274}
-802871442,-1784790361,14,"{{-0.09412907198595906,-0.6931471805599453,-0.6931471805599453,-2.890371757896165,-0.8610071948870133,-1.3862943611198906,-0.11055918996513683,-1.3862943611198906,-0.7175764855574894,-4.707678616916818,-8.047189562170502,-1.0124094052603678,-12.367328027087364,-1.3862943611198906}}",{6.775366090936392}
-1991890117,1822348671,14,"{{-1.3862943611198906,-11.806862931584517,-0.20137569704042496,-1.3862943611198906,-12.367328027087364,-3.7737113717016606,-1.3862943611198906,-0.5586983238359531,-14.959841313840421,-9.597641509456675,-2.4849066497880004,-1.018046664056702,-1.3862943611198906,-2.4849066497880004}}",{6.175867270105761}
-802871442,1476578268,9,"{{-0.09412907198595906,-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-0.8610071948870133,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-4.707678616916818}}",{5.37989735354046}
-802871442,362433227,9,"{{-0.09412907198595906,-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-0.8610071948870133,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-4.707678616916818}}",{7.853604813097837}
-1991890117,-810543221,10,"{{-1.3862943611198906,-11.806862931584517,-3.4965075614664802,-1.3862943611198906,-3.7737113717016606,-1.3862943611198906,-14.959841313840421,-9.597641509456675,-1.460443378791355,-1.3862943611198906}}",{11.718377439153038}
-1991890117,-1455992757,12,"{{-1.3862943611198906,-11.806862931584517,-3.4965075614664802,-1.3862943611198906,-12.367328027087364,-3.7737113717016606,-1.3862943611198906,-14.959841313840421,-9.597641509456675,-1.018046664056702,-1.460443378791355,-1.3862943611198906}}",{10.223721516281632}
-1991890117,1852489869,14,"{{-1.3862943611198906,-11.806862931584517,-0.20137569704042496,-3.4965075614664802,-1.3862943611198906,-12.367328027087364,-3.7737113717016606,-1.3862943611198906,-0.5586983238359531,-14.959841313840421,-9.597641509456675,-1.018046664056702,-1.460443378791355,-1.3862943611198906}}",{10.061516416761037}
-1991890117,499633430,16,"{{-1.3862943611198906,-11.806862931584517,-0.20137569704042496,-3.4965075614664802,-1.3862943611198906,-12.367328027087364,-3.7737113717016606,-1.3862943611198906,-0.5586983238359531,0,-14.959841313840421,-9.597641509456675,-1.018046664056702,-1.460443378791355,-1.3862943611198906,-4.553194853978476}}",{11.124715624744425}
-1991890117,-1923842844,17,"{{-15.242798338910262,-1.3862943611198906,-11.806862931584517,-0.20137569704042496,-3.4965075614664802,-1.3862943611198906,-3.7737113717016606,-1.3862943611198906,-0.5586983238359531,0,-14.959841313840421,-9.597641509456675,-2.4849066497880004,-1.460443378791355,-1.3862943611198906,-2.4849066497880004,-4.553194853978476}}",{2.0794415416798357}
-1622839981,-1671821203,9,"{{-9.504277838590472,-1.3862943611198906,-1.3862943611198906,-9.210340371976182,-1.9459101490553135,-1.3862943611198906,-0.5976602103105778,-1.9459101490553135,-9.597641509456675}}",{12.153957961262721}
-802871442,2132999776,13,"{{-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-2.772588722239781,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-4.707678616916818,-8.047189562170502,-1.3862943611198906,-1.3862943611198906}}",{7.390798521735676}
-802871442,82741921,15,"{{-11.806862931584517,-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-2.772588722239781,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-4.707678616916818,-8.047189562170502,-1.3862943611198906,-1.3862943611198906,-11.806862931584517}}",{7.00850518208228}
1743226342,-431372158,6,"{{-0.6931471805599453,-0.6931471805599453,-2.772588722239781,-1.3862943611198906,-0.7175764855574894,-8.047189562170502}}",{6.949856455000773}
1743226342,315675824,9,"{{-0.6931471805599453,-0.6931471805599453,-2.772588722239781,-0.11055918996513683,-1.3862943611198906,-0.7175764855574894,-8.047189562170502,-1.0124094052603678,-12.367328027087364}}",{5.883322388488279}
1743226342,-845804380,12,"{{-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-2.772588722239781,-0.11055918996513683,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-8.047189562170502,-1.0124094052603678,-12.367328027087364}}",{5.683579767338681}
1743226342,-1355642847,18,"{{-11.806862931584517,-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-2.8136571273826916,-1.3862943611198906,-0.11055918996513683,-4.015533393476355,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-4.707678616916818,-8.047189562170502,-1.0124094052603678,-12.367328027087364,-1.3862943611198906,-11.806862931584517}}",{5.5093883366279774}
-1991890117,-1524015223,10,"{{-15.242798338910262,-11.806862931584517,-13.782681534372943,-3.4965075614664802,-3.7737113717016606,-14.959841313840421,-9.597641509456675,-2.4849066497880004,-1.460443378791355,-2.4849066497880004}}",{3.6635616461296463}
1743226342,288985509,9,"{{-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-2.772588722239781,-4.015533393476355,-1.3862943611198906,-1.3862943611198906,-4.707678616916818,-8.047189562170502}}",{6.555356891810665}
-1991890117,-263075135,16,"{{-1.3862943611198906,-11.806862931584517,-0.20137569704042496,-3.4965075614664802,-1.3862943611198906,-3.7737113717016606,-1.3862943611198906,-0.5586983238359531,0,-14.959841313840421,-9.597641509456675,-2.4849066497880004,-1.460443378791355,-1.3862943611198906,-2.4849066497880004,-4.553194853978476}}",{3.4965075614664802}
1743226342,-1402921450,6,"{{-0.6931471805599453,-0.6931471805599453,-2.772588722239781,-4.015533393476355,-1.3862943611198906,-8.047189562170502}}",{4.04305126783455}
-802871442,-2080565161,11,"{{-0.09412907198595906,-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-2.848652244538703,-0.8610071948870133,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-4.707678616916818,-8.047189562170502}}",{5.3612921657094255}
-802871442,-1793625061,10,"{{-0.6931471805599453,-0.6931471805599453,-2.772588722239781,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-4.707678616916818,-8.047189562170502,-1.3862943611198906,-1.3862943611198906}}",{7.638679823876112}
767041607,1988420214,14,"{{-0.09412907198595906,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-2.7870873239496463,-0.20137569704042496,-5.298317366548036,-5.298317366548036,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-8.047189562170502,-1.3862943611198906,-1.3862943611198906}}",{6.637258031284457}
1743226342,118181903,2,"{{-1.3862943611198906,-1.3862943611198906}}",{0}
1743226342,-51566857,8,"{{-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-2.772588722239781,-4.015533393476355,-1.3862943611198906,-1.3862943611198906,-8.047189562170502}}",{3.6375861597263857}
-1991890117,-1700875246,5,"{{-13.082003775963914,-11.806862931584517,-12.367328027087364,-9.597641509456675,-1.018046664056702}}",{6.8885724595653635}
-1991890117,-1312426937,4,"{{-11.806862931584517,-12.367328027087364,-9.597641509456675,-1.018046664056702}}",{6.066108090103747}
-1991890117,1800291305,6,"{{-1.3862943611198906,-11.806862931584517,-12.367328027087364,-9.597641509456675,-1.018046664056702,-1.3862943611198906}}",{4.912654885736052}
-1991890117,-236532779,11,"{{-1.3862943611198906,-11.806862931584517,-0.20137569704042496,-12.367328027087364,-3.7737113717016606,-0.5586983238359531,-9.597641509456675,-2.4849066497880004,-1.018046664056702,-1.3862943611198906,-2.4849066497880004}}",{6.520621127558696}
-1991890117,2128955482,12,"{{-1.3862943611198906,-11.806862931584517,-0.20137569704042496,-12.367328027087364,-3.7737113717016606,-0.5586983238359531,-9.597641509456675,-2.4849066497880004,-1.018046664056702,-1.3862943611198906,-12.855359365938275,-2.4849066497880004}}",{7.356279876550748}
-802871442,-544305990,17,"{{-0.09412907198595906,-11.806862931584517,-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-2.792729621337023,-0.8610071948870133,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-4.707678616916818,-8.047189562170502,-1.3862943611198906,-1.3862943611198906,-11.806862931584517}}",{7.00850518208228}
-802871442,-1532102869,9,"{{-0.09412907198595906,-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-0.8610071948870133,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-4.707678616916818}}",{5.58724865840025}
1743226342,-1166045245,9,"{{-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-2.772588722239781,-4.015533393476355,-1.3862943611198906,-1.3862943611198906,-4.707678616916818,-8.047189562170502}}",{4.553876891600541}
1743226342,1603811527,1,{{-11.519066569726991}},{1.9459101490553132}
-802871442,2109738114,13,"{{-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-2.772588722239781,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-4.707678616916818,-8.047189562170502,-1.3862943611198906,-1.3862943611198906}}",{9.618668045697824}
1743226342,72645415,11,"{{-11.806862931584517,-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-2.772588722239781,-4.015533393476355,-1.3862943611198906,-1.3862943611198906,-4.707678616916818,-8.047189562170502,-11.806862931584517}}",{4.553876891600541}
1743226342,-1602016957,12,"{{-11.806862931584517,-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-2.772588722239781,-4.015533393476355,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-4.707678616916818,-8.047189562170502,-11.806862931584517}}",{6.2766434893416445}
1743226342,983476592,14,"{{-11.806862931584517,-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-2.772588722239781,-1.3862943611198906,-4.015533393476355,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-4.707678616916818,-8.047189562170502,-1.3862943611198906,-11.806862931584517}}",{6.2766434893416445}
-1991890117,-1422175717,14,"{{-1.3862943611198906,-11.806862931584517,-0.20137569704042496,-1.3862943611198906,-12.367328027087364,-3.7737113717016606,-1.3862943611198906,-0.5586983238359531,-9.597641509456675,-2.4849066497880004,-1.018046664056702,-1.3862943611198906,-12.855359365938275,-2.4849066497880004}}",{7.31986492980897}
-802871442,883781557,11,"{{-0.09412907198595906,-11.806862931584517,-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-0.8610071948870133,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-4.707678616916818,-11.806862931584517}}",{5.0369526024136295}
-802871442,306085934,10,"{{-0.09412907198595906,-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-2.772588722239781,-0.8610071948870133,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-8.047189562170502}}",{5.187385805840755}
-802871442,-2103442444,13,"{{-0.09412907198595906,-11.806862931584517,-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-2.772588722239781,-0.8610071948870133,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-8.047189562170502,-11.806862931584517}}",{6.056784013228625}
-802871442,-668299366,15,"{{-0.09412907198595906,-11.806862931584517,-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-2.772588722239781,-0.8610071948870133,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-8.047189562170502,-1.3862943611198906,-11.806862931584517}}",{5.986452005284438}
-802871442,1195246099,18,"{{-0.09412907198595906,-11.806862931584517,-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-2.772588722239781,-0.8610071948870133,-1.3862943611198906,-0.11055918996513683,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-8.047189562170502,-1.0124094052603678,-12.367328027087364,-1.3862943611198906,-11.806862931584517}}",{5.147494476813453}
-1991890117,983506505,9,"{{-1.3862943611198906,-11.806862931584517,-4.727387818712341,-3.7737113717016606,0,-9.597641509456675,-4.727387818712341,-1.3862943611198906,-4.553194853978476}}",{7.637716432664798}
-1991890117,-836142697,7,"{{-11.806862931584517,-4.727387818712341,-3.7737113717016606,0,-9.597641509456675,-4.727387818712341,-4.553194853978476}}",{8.966738978759576}
-1991890117,-437006351,9,"{{-11.806862931584517,-4.727387818712341,-3.7737113717016606,0,-9.597641509456675,-2.4849066497880004,-4.727387818712341,-2.4849066497880004,-4.553194853978476}}",{7.708410667257367}
-1991890117,-178100233,10,"{{-11.806862931584517,-11.655214645968547,-4.727387818712341,-3.7737113717016606,0,-9.597641509456675,-2.4849066497880004,-4.727387818712341,-2.4849066497880004,-4.553194853978476}}",{11.069135242540396}
