fspace_hash,fsspace_hash,nfeatures,features,targets
-427208709,-435518493,7,"{{-1.3862943611198906,-8.047189562170502,-1.3862943611198906,-9.597641509456675,-0.7175764855574894,-11.806862931584517,-2.772588722239781}}",{6.8690144506657065}
-427208709,1502679046,10,"{{-1.3862943611198906,-1.0124094052603678,-8.047189562170502,-1.3862943611198906,-9.597641509456675,-0.11055918996513683,-0.7175764855574894,-11.806862931584517,-2.772588722239781,-12.367328027087364}}",{5.996452088619021}
-427208709,1168056393,12,"{{-1.3862943611198906,-1.0124094052603678,-8.047189562170502,-1.3862943611198906,-9.597641509456675,-0.11055918996513683,-0.7175764855574894,-11.806862931584517,-2.772588722239781,-12.367328027087364,-0.5586983238359531,-0.20137569704042496}}",{4.5217885770490405}
-1678655183,1815217771,1,{{-10.420568570464626}},{1.3862943611198906}
-1991890117,298863220,18,"{{-1.3862943611198906,-11.806862931584517,-0.20137569704042496,-4.727387818712341,-3.4965075614664802,-1.3862943611198906,-3.7737113717016606,-1.3862943611198906,-0.5586983238359531,0,-14.959841313840421,-9.597641509456675,-2.4849066497880004,-1.460443378791355,-4.727387818712341,-1.3862943611198906,-2.4849066497880004,-4.553194853978476}}",{3.4965075614664802}
-1928826983,1496500055,2,"{{-0.7175764855574894,-13.082003775963914}}",{1.60943791243423}
767041607,27116432,18,"{{-0.09412907198595906,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-2.890371757896165,-0.20137569704042496,-5.298317366548036,-5.298317366548036,-1.3862943611198906,-0.11055918996513683,-1.3862943611198906,-0.7175764855574894,-8.047189562170502,-8.047189562170502,-1.0124094052603678,-12.367328027087364,-1.3862943611198906,-1.3862943611198906}}",{8.100464891029363}
-2012900128,31465337,10,"{{-1.0124094052603678,-8.047189562170502,-9.597641509456675,-0.11055918996513683,-0.7175764855574894,-11.806862931584517,-2.772588722239781,-12.367328027087364,-0.09412907198595906,-0.20137569704042496}}",{6.045005314036012}
-2012900128,1922695575,2,"{{-1.3862943611198906,-1.3862943611198906}}",{0}
-1584360744,-664909983,8,"{{-1.460443378791355,-2.4849066497880004,-0.02755303294096343,-14.742975821546908,-3.7737113717016606,-0.8119265396001938,-2.4849066497880004,-9.210340371976182}}",{5.043425116919247}
-1167950182,1695161467,5,"{{-11.806862931584517,-1.018046664056702,-9.597641509456675,-0.9764956992282398,-12.367328027087364}}",{12.675863752194585}
-677260616,1951876174,11,"{{-1.3862943611198906,-0.5976602103105778,-1.9459101490553135,0,-4.727387818712341,-1.9459101490553135,-7.1659907484709215,-1.3862943611198906,-1.3862943611198906,-3.8701886900470828,-4.727387818712341}}",{1.791759469228055}
-677260616,1140919657,1,{{-11.519066569726991}},{4.634728988229636}
-677260616,-1403925480,11,"{{-1.3862943611198906,-0.5976602103105778,-1.9459101490553135,0,-4.727387818712341,-1.9459101490553135,-7.1659907484709215,-1.3862943611198906,-1.3862943611198906,-3.8701886900470828,-4.727387818712341}}",{6.42648845745769}
-709484285,1099454706,1,{{-15.242798338910262}},{0}
-677260616,1283131732,12,"{{-1.3862943611198906,-0.5976602103105778,-1.9459101490553135,0,-4.727387818712341,-1.9459101490553135,-7.1659907484709215,-1.3862943611198906,-1.3862943611198906,-3.8701886900470828,-4.727387818712341,-11.806862931584517}}",{6.42648845745769}
-1982073024,538515685,0,,{14.774527007128047}
-677260616,2093879739,1,{{-4.727387818712341}},{0}
-2080801423,2093879739,1,{{-4.727387818712341}},{0}
-993550030,2100238962,9,"{{-1.7739374185600167,-1.460443378791355,-2.4849066497880004,-3.9545826017063983,-0.20137569704042496,-1.0132201384318322,-2.4849066497880004,-9.210340371976182,-1.4276028485333916}}",{3.713572066704308}
-1678655183,-471277058,1,{{-13.082003775963914}},{2.995732273553991}
-1678655183,551741652,5,"{{-10.420568570464626,-1.3862943611198906,-0.5976602103105778,-1.3862943611198906,-9.597641509456675}}",{7.116394144093465}
-1678655183,1292665580,6,"{{-10.420568570464626,-1.3862943611198906,-0.5976602103105778,-1.3862943611198906,-1.3862943611198906,-9.597641509456675}}",{7.116394144093465}
-1678655183,-1048777042,8,"{{-10.420568570464626,-1.3862943611198906,-0.5976602103105778,-1.9459101490553135,-1.9459101490553135,-1.3862943611198906,-1.3862943611198906,-9.597641509456675}}",{7.1049654482698426}
-1678655183,155906090,10,"{{-10.420568570464626,-1.3862943611198906,-0.5976602103105778,-1.9459101490553135,-4.558081010582819,-1.9459101490553135,-7.1659907484709215,-1.3862943611198906,-1.3862943611198906,-9.597641509456675}}",{2.772588722239781}
-1678655183,-453919512,12,"{{-10.420568570464626,-1.3862943611198906,-0.5976602103105778,-1.9459101490553135,-4.727387818712341,-4.558081010582819,-1.9459101490553135,-7.1659907484709215,-1.3862943611198906,-1.3862943611198906,-4.727387818712341,-9.597641509456675}}",{2.772588722239781}
-1622839981,-1439330379,1,{{-9.597641509456675}},{7.786967002614872}
1059189362,1536964867,2,"{{-10.708250642916408,-9.597641509456675},{-10.708250642916408,-11.806862931584517}}","{10.766440796819609,6.180016653652572}"
31318540,1396964753,3,"{{-0.5976602103105778,-11.157235749819899,-9.210340371976182}}",{8.556798446008598}
1693882415,-1123194919,1,{{-11.519066569726991}},{2.564949357460317}
-677260616,34334697,2,"{{-0.5976602103105778,-14.742975821546908}}",{0}
-2080801423,1140919657,1,{{-11.519066569726991}},{4.499809670330265}
-910079574,874403614,1,{{-13.082003775963914}},{3.091042453358316}
-1678655183,-578160989,1,{{-9.597641509456675}},{5.645446897643238}
-2012900128,-1843633559,11,"{{-1.0124094052603678,-8.047189562170502,-2.839820495321409,-9.597641509456675,-0.11055918996513683,-0.7175764855574894,-11.806862931584517,-2.772588722239781,-12.367328027087364,-0.09412907198595906,-0.20137569704042496}}",{7.585788821732034}
-2080801423,34334697,2,"{{-0.36049219586979037,-14.742975821546908}}",{0}
-1459678443,1062760712,2,"{{-9.727421389904682,-9.597641509456675}}",{13.725128415413083}
31318540,-1415387197,2,"{{-11.806862931584517,-9.727421389904682}}",{0}
1059189362,-1060234473,3,"{{-8.765770543987257,-10.708250642916408,-9.597641509456675},{-11.520155120787145,-10.708250642916408,-11.806862931584517}}","{7.286191714702382,7.286191714702382}"
-993550030,-935937151,10,"{{-14.959841313840421,-1.7739374185600167,-1.460443378791355,-2.4849066497880004,-3.9545826017063983,-0.20137569704042496,-1.0132201384318322,-2.4849066497880004,-9.210340371976182,-1.4276028485333916}}",{3.6888794541139363}
-1678655183,469037726,2,"{{-10.420568570464626,-9.597641509456675}}",{7.0326242610280065}
-2080801423,285016867,2,"{{-0.5596157879354228,-0.5596157879354228}}",{0.6931471805599453}
-1678655183,965215641,1,{{-11.338786340583832}},{0}
-1459678443,-144128053,4,"{{-9.727421389904682,-15.242798338910262,-9.210340371976182,-9.597641509456675}}",{3.9318256327243257}
-677260616,-2022073472,8,"{{-1.3862943611198906,-0.5976602103105778,-1.9459101490553135,0,-1.9459101490553135,-7.1659907484709215,-1.3862943611198906,-3.8701886900470828}}",{1.791759469228055}
-1459678443,-1827735757,7,"{{-9.727421389904682,-15.242798338910262,-9.210340371976182,-8.517243192666278,-14.959841313840421,-0.00010000500033334732,-9.597641509456675}}",{2.833213344056216}
-1459678443,1878896507,9,"{{-9.727421389904682,-1.3862943611198906,-15.242798338910262,-9.210340371976182,-1.3862943611198906,-8.517243192666278,-14.959841313840421,-0.00010000500033334732,-9.597641509456675}}",{2.833213344056216}
-1459678443,-159630951,10,"{{-9.727421389904682,-1.3862943611198906,-15.242798338910262,-9.210340371976182,-1.3862943611198906,-0.5976602103105778,-8.517243192666278,-14.959841313840421,-0.00010000500033334732,-9.597641509456675}}",{2.833213344056216}
-1459678443,-234334597,2,"{{-1.3862943611198906,-9.210340371976182}}",{0}
-2080801423,522962874,7,"{{-0.5596157879354228,-0.5596157879354228,-1.3862943611198906,-0.36049219586979037,-1.9459101490553135,-14.742975821546908,-1.3862943611198906}}",{8.527737405291909}
1227085987,-1445707271,7,"{{-0.8822919945807889,-1.4786778793491133,-2.9002384562043506,-0.25524763645019544,-2.890371757896165,-2.772588722239781,-11.587739081951298}}",{2.0794415416798357}
-1584360744,-81786146,10,"{{-14.959841313840421,-0.6693004625906374,-1.460443378791355,-2.4849066497880004,-0.02755303294096343,-3.7737113717016606,-0.8119265396001938,-2.4849066497880004,-9.210340371976182,-1.4276028485333916}}",{4.812184355372417}
-802871442,-1704399935,3,"{{-0.09412907198595906,-14.742975821546908,-0.8610071948870133}}",{0}
-575957182,1575736581,6,"{{-10.708250642916408,0,-9.597641509456675,-1.8628594276924355,-3.7737113717016606,-3.463845852086962}}",{8.398184404834035}
-575957182,1883729589,7,"{{-14.959841313840421,-10.708250642916408,0,-9.597641509456675,-1.8628594276924355,-3.7737113717016606,-3.463845852086962}}",{8.38320455141292}
-575957182,65953790,9,"{{-14.959841313840421,-10.708250642916408,-2.4849066497880004,0,-2.4849066497880004,-9.597641509456675,-1.8628594276924355,-3.7737113717016606,-3.463845852086962}}",{6.876264611890766}
-575957182,145303588,10,"{{-14.959841313840421,-10.708250642916408,-12.855359365938275,-2.4849066497880004,0,-2.4849066497880004,-9.597641509456675,-1.8628594276924355,-3.7737113717016606,-3.463845852086962}}",{7.759614150696903}
-575957182,1253545753,1,{{-13.082003775963914}},{1.791759469228055}
-575957182,428197075,10,"{{-14.959841313840421,-10.708250642916408,-12.855359365938275,-2.4849066497880004,0,-2.4849066497880004,-9.597641509456675,-1.8628594276924355,-3.7737113717016606,-3.463845852086962}}",{9.581214035314728}
-575957182,1987300505,12,"{{-14.959841313840421,-10.708250642916408,-12.855359365938275,-2.4849066497880004,0,-2.4849066497880004,-1.018046664056702,-9.597641509456675,-1.8628594276924355,-3.7737113717016606,-12.367328027087364,-3.463845852086962}}",{8.782322859397507}
-2080801423,809326550,0,,{0.6931471805599453}
-575957182,522333518,14,"{{-14.959841313840421,-10.708250642916408,-12.855359365938275,-2.4849066497880004,0,-2.4849066497880004,-1.018046664056702,-9.597641509456675,-1.8628594276924355,-3.7737113717016606,-4.727387818712341,-12.367328027087364,-3.463845852086962,-4.727387818712341}}",{8.782322859397507}
-1991890117,-1196096309,7,"{{-11.806862931584517,-3.7737113717016606,0,-9.597641509456675,-2.4849066497880004,-2.4849066497880004,-4.553194853978476}}",{7.381501894506707}
1084577692,436643240,6,"{{-9.077078618070912e-05,-4.727387818712341,-3.0910424533583156,-0.8560690605005224,-1.2854969272192156,-11.587739081951298}}",{7.8898337513942955}
-1831240827,107707022,0,,{13.711641152271385}
-802871442,-1701757884,2,"{{-1.3862943611198906,-1.3862943611198906}}",{0}
1084577692,1365553056,7,"{{-9.077078618070912e-05,-4.727387818712341,-3.0910424533583156,-9.690851107739814,-0.8560690605005224,-1.2854969272192156,-11.587739081951298}}",{5.840641657373398}
-433191473,1162093398,1,{{-13.082003775963914}},{2.204905358927675}
1309572083,995577544,7,"{{-3.0566422491165044,-0.4200593812760278,-3.8684411934961305,-0.8979803709043145,-1.149159459975536,-13.082003775963914,-8.591496315572094}}",{1.3862943611198906}
1904787667,-440991633,3,"{{-14.742975821546908,-1.8628594276924355,-9.284597073387866}}",{0}
1904787667,1701500174,11,"{{-14.959841313840421,-2.4849066497880004,-2.4849066497880004,-1.018046664056702,-12.252346772808858,-3.4965075614664802,-1.460443378791355,-1.8628594276924355,-3.7737113717016606,-9.894446807883979,-9.284597073387866}}",{5.91350300563827}
1904787667,-1484214426,13,"{{-14.959841313840421,-2.4849066497880004,0,-2.4849066497880004,-1.018046664056702,-12.252346772808858,-3.4965075614664802,-1.460443378791355,-1.8628594276924355,-3.7737113717016606,-9.894446807883979,-3.463845852086962,-9.284597073387866}}",{6.697034247666484}
767041607,-1782848885,21,"{{-0.09412907198595906,-1.3862943611198906,-1.3862943611198906,-11.806862931584517,-1.3862943611198906,-2.890371757896165,-0.20137569704042496,-5.298317366548036,-5.298317366548036,-1.3862943611198906,-0.11055918996513683,-1.3862943611198906,-0.7175764855574894,-2.839820495321409,-8.047189562170502,-8.047189562170502,-1.0124094052603678,-12.367328027087364,-1.3862943611198906,-1.3862943611198906,-11.806862931584517}}",{6.610696044717759}
-1991890117,-56633077,15,"{{-11.806862931584517,-0.20137569704042496,-4.727387818712341,-3.4965075614664802,-1.3862943611198906,-3.7737113717016606,-1.3862943611198906,-0.5586983238359531,0,-9.597641509456675,-2.4849066497880004,-1.460443378791355,-4.727387818712341,-2.4849066497880004,-4.553194853978476}}",{4.68213122712422}
1904787667,1984373412,6,"{{-1.018046664056702,-12.252346772808858,-14.742975821546908,-1.8628594276924355,-9.894446807883979,-9.284597073387866}}",{1.3862943611198906}
767041607,-897586922,20,"{{-0.09412907198595906,-1.3862943611198906,-1.3862943611198906,-11.806862931584517,-1.3862943611198906,-2.890371757896165,-0.20137569704042496,-5.298317366548036,-5.298317366548036,-1.3862943611198906,-0.11055918996513683,-1.3862943611198906,-0.7175764855574894,-8.047189562170502,-8.047189562170502,-1.0124094052603678,-12.367328027087364,-1.3862943611198906,-1.3862943611198906,-11.806862931584517}}",{5.147494476813453}
-802871442,-1382066751,2,"{{-12.77974911711393,-4.707678616916818}}",{0.06856696803837413}
-433191473,-466954161,8,"{{-4.727387818712341,-14.959841313840421,-12.855361378348316,-2.3978952727983707,-13.782681534372943,-2.4849066497880004,-3.7737113717016606,-4.727387818712341}}",{13.883321531284668}
-802871442,537187724,6,"{{-0.6931471805599453,-0.6931471805599453,-2.774720375647067,-1.3862943611198906,-11.338786340583832,-8.047189562170502}}",{5.54907608489522}
-1831240827,-1974962845,7,"{{-14.959841313840421,-1.460443378791355,-2.4849066497880004,-1.018046664056702,-12.367328027087364,-3.7737113717016606,-2.3978952727983707},{-15.68296677242696,-1.460443378791355,-2.4849066497880004,-1.018046664056702,-12.367328027087364,-3.7737113717016606,-2.3978952727983707}}","{13.08794169048176,13.08794169048176}"
-802871442,-307483450,2,"{{-0.6931471805599453,-0.6931471805599453}}",{0}
-1991890117,1088995609,20,"{{-1.3862943611198906,-11.806862931584517,-0.20137569704042496,-4.727387818712341,-3.4965075614664802,-1.3862943611198906,-12.367328027087364,-3.7737113717016606,-1.3862943611198906,-0.5586983238359531,0,-14.959841313840421,-9.597641509456675,-2.4849066497880004,-1.018046664056702,-1.460443378791355,-4.727387818712341,-1.3862943611198906,-2.4849066497880004,-4.553194853978476}}",{5.241747015059643}
-433191473,-319542333,8,"{{-4.727387818712341,-14.959841313840421,-12.855361378348316,-2.3978952727983707,-2.4849066497880004,-0.5976602103105778,-3.7737113717016606,-4.727387818712341}}",{13.464023561893118}
1904787667,1037014229,15,"{{-14.959841313840421,-2.4849066497880004,0,-2.4849066497880004,-1.018046664056702,-12.252346772808858,-3.4965075614664802,-1.460443378791355,-1.8628594276924355,-3.7737113717016606,-4.727387818712341,-9.894446807883979,-3.463845852086962,-4.727387818712341,-9.284597073387866}}",{6.697034247666484}
-575957182,-1124478995,3,"{{-15.242798338910262,-3.4965075614664802,-1.460443378791355}}",{0}
-575957182,825084584,5,"{{-10.708250642916408,0,-9.597641509456675,-1.8628594276924355,-3.463845852086962}}",{6.6039438246004725}
-575957182,-1628660549,2,"{{-2.4849066497880004,-2.4849066497880004}}",{0}
-433191473,756329550,8,"{{-4.727387818712341,-14.959841313840421,-12.855361378348316,-2.3978952727983707,-2.4849066497880004,-0.5976602103105778,-3.7737113717016606,-4.727387818712341}}",{15.611781501836012}
-433191473,2140327349,10,"{{-4.727387818712341,-14.959841313840421,-12.855361378348316,-1.018046664056702,-2.3978952727983707,-2.4849066497880004,-12.367328027087364,-0.5976602103105778,-3.7737113717016606,-4.727387818712341}}",{14.381684224503632}
-802871442,720473701,7,"{{-0.09412907198595906,-0.6931471805599453,-0.6931471805599453,-2.7800221035706474,-0.8610071948870133,-1.3862943611198906,-8.047189562170502}}",{5.5093883366279774}
-802871442,-1661808435,14,"{{-0.09412907198595906,-0.6931471805599453,-0.6931471805599453,-2.772588722239781,-0.8610071948870133,-1.3862943611198906,-0.11055918996513683,-1.3862943611198906,-0.7175764855574894,-8.047189562170502,-1.0124094052603678,-12.367328027087364,-1.3862943611198906,-1.3862943611198906}}",{5.808142489980444}
-802871442,118181903,2,"{{-1.3862943611198906,-1.3862943611198906}}",{0}
1743226342,31426380,2,"{{-13.082003775963914,-0.7175764855574894}}",{1.3862943611198906}
1227085987,-1379726560,7,"{{-0.8822919945807889,-15.242798338910262,-1.4786778793491133,-2.9002384562043506,-0.25524763645019544,-2.890371757896165,-2.772588722239781}}",{6.98100574072173}
-910079574,1981905319,4,"{{-0.20137569704042496,-14.742975821546908,-0.5586983238359531,-11.915384587863521}}",{0}
1743226342,-417316014,3,"{{-0.6931471805599453,-1.3862943611198906,-11.338786340583832}}",{8.486527777105353}
1743226342,-646642557,5,"{{-0.6931471805599453,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-11.338786340583832}}",{8.11552088154677}
1743226342,33364369,8,"{{-0.6931471805599453,-1.3862943611198906,-2.890371757896165,-1.3862943611198906,-1.3862943611198906,-11.338786340583832,-8.047189562170502,-8.047189562170502}}",{5.241747015059643}
1743226342,-548179380,8,"{{-0.6931471805599453,-1.3862943611198906,-2.890371757896165,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-8.047189562170502,-8.047189562170502}}",{6.677083461247136}
1743226342,2048361566,10,"{{-0.6931471805599453,-1.3862943611198906,-2.890371757896165,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-8.047189562170502,-8.047189562170502,-1.3862943611198906}}",{6.558197802812269}
1743226342,1745714547,11,"{{-0.6931471805599453,-1.3862943611198906,-2.890371757896165,-1.3862943611198906,-4.015533393476355,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-8.047189562170502,-8.047189562170502,-1.3862943611198906}}",{5.247024072160486}
1743226342,1075095586,11,"{{-0.6931471805599453,-1.3862943611198906,-2.890371757896165,-1.3862943611198906,-4.015533393476355,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-8.047189562170502,-8.047189562170502,-1.3862943611198906}}",{7.351158226430694}
767041607,-1847817727,1,{{-11.338786340583832}},{8.486527777105353}
1743226342,-727737754,13,"{{-11.806862931584517,-0.6931471805599453,-1.3862943611198906,-2.890371757896165,-1.3862943611198906,-4.015533393476355,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-8.047189562170502,-8.047189562170502,-1.3862943611198906,-11.806862931584517}}",{5.247024072160486}
767041607,245263582,2,"{{-8.047189562170502,-8.047189562170502}}",{0.6931471805599453}
1743226342,-1036855185,16,"{{-11.806862931584517,-0.6931471805599453,-1.3862943611198906,-2.890371757896165,-1.3862943611198906,-0.11055918996513683,-4.015533393476355,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-8.047189562170502,-8.047189562170502,-1.0124094052603678,-12.367328027087364,-1.3862943611198906,-11.806862931584517}}",{4.553876891600541}
1743226342,1778360981,2,"{{-4.015533393476355,-14.742975821546908}}",{0}
1743226342,1445719172,17,"{{-11.806862931584517,-0.6931471805599453,-1.3862943611198906,-2.890371757896165,-1.3862943611198906,-0.11055918996513683,-4.015533393476355,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-4.707678616916818,-8.047189562170502,-8.047189562170502,-1.0124094052603678,-12.367328027087364,-1.3862943611198906,-11.806862931584517}}",{5.5093883366279774}
767041607,-975963868,3,"{{-1.3862943611198906,-1.3862943611198906,-11.338786340583832}}",{8.1786387885907}
767041607,-730948477,6,"{{-1.3862943611198906,-1.3862943611198906,-5.298317366548036,-5.298317366548036,-1.3862943611198906,-11.338786340583832}}",{8.1786387885907}
767041607,2110488367,9,"{{-1.3862943611198906,-1.3862943611198906,-2.890371757896165,-5.298317366548036,-5.298317366548036,-1.3862943611198906,-11.338786340583832,-8.047189562170502,-8.047189562170502}}",{5.429345628954441}
767041607,-1392217635,9,"{{-1.3862943611198906,-1.3862943611198906,-2.890371757896165,-5.298317366548036,-5.298317366548036,-1.3862943611198906,-0.7175764855574894,-8.047189562170502,-8.047189562170502}}",{6.761572768804055}
767041607,367046951,11,"{{-1.3862943611198906,-1.3862943611198906,-2.890371757896165,-5.298317366548036,-5.298317366548036,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-8.047189562170502,-8.047189562170502,-1.3862943611198906}}",{6.637258031284457}
767041607,-1762012262,13,"{{-0.09412907198595906,-1.3862943611198906,-1.3862943611198906,-2.890371757896165,-0.20137569704042496,-5.298317366548036,-5.298317366548036,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-8.047189562170502,-8.047189562170502,-1.3862943611198906}}",{6.637258031284457}
767041607,-1021692477,13,"{{-0.09412907198595906,-1.3862943611198906,-1.3862943611198906,-2.890371757896165,-0.20137569704042496,-5.298317366548036,-5.298317366548036,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-8.047189562170502,-8.047189562170502,-1.3862943611198906}}",{9.155989777226102}
767041607,1020140987,15,"{{-0.09412907198595906,-1.3862943611198906,-11.806862931584517,-1.3862943611198906,-2.890371757896165,-0.20137569704042496,-5.298317366548036,-5.298317366548036,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-8.047189562170502,-8.047189562170502,-1.3862943611198906,-11.806862931584517}}",{5.988961416889864}
767041607,-359665952,18,"{{-0.09412907198595906,-1.3862943611198906,-11.806862931584517,-1.3862943611198906,-2.890371757896165,-0.20137569704042496,-5.298317366548036,-5.298317366548036,-1.3862943611198906,-0.11055918996513683,-1.3862943611198906,-0.7175764855574894,-8.047189562170502,-8.047189562170502,-1.0124094052603678,-12.367328027087364,-1.3862943611198906,-11.806862931584517}}",{5.147494476813453}
1904787667,1954630434,2,"{{-13.782681534372943,-3.7737113717016606}}",{2.639057329615616}
767041607,-1438675507,19,"{{-0.09412907198595906,-1.3862943611198906,-11.806862931584517,-1.3862943611198906,-2.890371757896165,-0.20137569704042496,-5.298317366548036,-5.298317366548036,-1.3862943611198906,-0.11055918996513683,-1.3862943611198906,-0.7175764855574894,-2.839820495321409,-8.047189562170502,-8.047189562170502,-1.0124094052603678,-12.367328027087364,-1.3862943611198906,-11.806862931584517}}",{6.610696044717759}
-910079574,-990778474,4,"{{-11.806862931584517,-13.782681534372943,-3.809165600500689,-9.597641509456675}}",{8.382747094863314}
767041607,31426380,2,"{{-13.082003775963914,-0.7175764855574894}}",{1.3862943611198906}
-910079574,-578098153,5,"{{-11.806862931584517,-13.782681534372943,-3.809165600500689,-9.597641509456675,-12.855359365938275}}",{9.04793908261736}
-802871442,-1635632090,19,"{{-0.09412907198595906,-11.806862931584517,-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-2.772588722239781,-0.8610071948870133,-1.3862943611198906,-0.11055918996513683,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-4.707678616916818,-8.047189562170502,-1.0124094052603678,-12.367328027087364,-1.3862943611198906,-1.3862943611198906,-11.806862931584517}}",{6.1675164908883415}
-910079574,-1106288261,7,"{{-11.806862931584517,-13.782681534372943,-3.809165600500689,-14.959841313840421,-9.597641509456675,-12.855359365938275,-14.959841313840421}}",{2.70805020110221}
-802871442,-980809237,12,"{{-0.09412907198595906,-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-2.890371757896165,-0.8610071948870133,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-4.707678616916818,-8.047189562170502}}",{9.692087278241505}
-910079574,316296312,8,"{{-11.806862931584517,-3.809165600500689,0,-14.959841313840421,-9.597641509456675,-12.855359365938275,-14.959841313840421,-4.553194853978476}}",{2.8903717578961645}
-910079574,-615085195,7,"{{-11.806862931584517,-3.809165600500689,0,-14.959841313840421,-9.597641509456675,-14.959841313840421,-4.553194853978476}}",{8.09346227450118}
-910079574,-1711799240,9,"{{-11.806862931584517,-3.4965075614664802,-3.809165600500689,0,-14.959841313840421,-9.597641509456675,-1.460443378791355,-14.959841313840421,-4.553194853978476}}",{7.801800401908973}
-910079574,-1203366369,12,"{{-11.806862931584517,-0.20137569704042496,-3.4965075614664802,-3.809165600500689,-0.5586983238359531,0,-14.959841313840421,-9.597641509456675,-1.460443378791355,-14.959841313840421,-4.553194853978476,-11.915384587863521}}",{6.885509670034818}
-910079574,-786543498,1,{{-11.655214645968547}},{5.084518227519795}
1743226342,754837300,0,,{10.40568488810888}
1743226342,-1847817727,1,{{-11.338786340583832}},{8.486527777105353}
-1447599021,-1526017177,1,{{-13.082003775963914}},{1.3862943611198906}
-910079574,-368583667,2,"{{-13.782681534372943,-3.809165600500689}}",{3.637586159725865}
1743226342,245263582,2,"{{-8.047189562170502,-8.047189562170502}}",{0.6931471805599453}
-910079574,172628034,3,"{{-15.242798338910262,-3.4965075614664802,-1.460443378791355}}",{0}
-910079574,1767895415,11,"{{-15.242798338910262,-11.806862931584517,-0.20137569704042496,-3.4965075614664802,-3.809165600500689,-0.5586983238359531,-9.597641509456675,-2.4849066497880004,-1.460443378791355,-2.4849066497880004,-11.915384587863521}}",{0}
1743226342,1140919657,1,{{-11.519066569726991}},{1.9877273296468871}
1743226342,-1975609152,1,{{-1.3862943611198906}},{0}
-910079574,992993511,12,"{{-11.806862931584517,-0.20137569704042496,-3.4965075614664802,-3.809165600500689,-0.5586983238359531,0,-14.959841313840421,-9.597641509456675,-1.460443378791355,-14.959841313840421,-4.553194853978476,-11.915384587863521}}",{9.976552123393134}
-910079574,-1524636302,12,"{{-11.806862931584517,-0.20137569704042496,-3.4965075614664802,-3.809165600500689,-0.5586983238359531,0,-14.959841313840421,-9.597641509456675,-1.460443378791355,-14.959841313840421,-4.553194853978476,-11.915384587863521}}",{9.976552123393134}
-910079574,-1143175675,2,"{{-1.3862943611198906,-1.3862943611198906}}",{0}
-910079574,1798330133,14,"{{-11.806862931584517,-0.20137569704042496,-3.4965075614664802,-1.3862943611198906,-3.809165600500689,-1.3862943611198906,-0.5586983238359531,0,-14.959841313840421,-9.597641509456675,-1.460443378791355,-14.959841313840421,-4.553194853978476,-11.915384587863521}}",{9.976552123393134}
-910079574,-1601900588,2,"{{-1.3862943611198906,-1.3862943611198906}}",{0}
-910079574,-1369729179,16,"{{-1.3862943611198906,-11.806862931584517,-0.20137569704042496,-3.4965075614664802,-1.3862943611198906,-3.809165600500689,-1.3862943611198906,-0.5586983238359531,0,-14.959841313840421,-9.597641509456675,-1.460443378791355,-1.3862943611198906,-14.959841313840421,-4.553194853978476,-11.915384587863521}}",{9.976552123393134}
-910079574,-642146467,2,"{{-4.727387818712341,-4.727387818712341}}",{0}
-910079574,-969793493,18,"{{-1.3862943611198906,-11.806862931584517,-0.20137569704042496,-3.4965075614664802,-1.3862943611198906,-3.809165600500689,-1.3862943611198906,-4.727387818712341,-0.5586983238359531,0,-14.959841313840421,-9.597641509456675,-1.460443378791355,-1.3862943611198906,-4.727387818712341,-14.959841313840421,-4.553194853978476,-11.915384587863521}}",{8.871785969150645}
-910079574,711329385,12,"{{-11.806862931584517,-0.20137569704042496,-3.4965075614664802,-3.809165600500689,-0.5586983238359531,-14.959841313840421,-9.597641509456675,-2.4849066497880004,-1.460443378791355,-14.959841313840421,-2.4849066497880004,-11.915384587863521}}",{1.0986122886681098}
-910079574,1372144853,20,"{{-1.3862943611198906,-11.806862931584517,-0.20137569704042496,-3.4965075614664802,-1.3862943611198906,-12.367328027087364,-3.809165600500689,-1.3862943611198906,-4.727387818712341,-0.5586983238359531,0,-14.959841313840421,-9.597641509456675,-1.018046664056702,-1.460443378791355,-1.3862943611198906,-4.727387818712341,-14.959841313840421,-4.553194853978476,-11.915384587863521}}",{7.3901814282264295}
-910079574,1301365797,2,"{{-4.727387818712341,-4.727387818712341}}",{0}
-910079574,-61438428,2,"{{-2.4849066497880004,-2.4849066497880004}}",{0}
